category_1,category_2,category_3,title,product_rating,selling_price,mrp,seller_name,seller_rating,description,highlights,image_links,h_index
Home and Furniture,Pet Supplies,Dogs ,"purepet Real Biscuit Chicken Dog Chew  (0.455 kg, Pack of 1)",4.3,₹171,₹190,MYTHANGLORYRetail,4.9,"Petting your dog isn’t enough - you need to give him/her a treat or two to appreciate the things that he/she does to keep you happy. Enriched with vitamins and minerals, this pack of dog treats not only keeps your dog active and healthy, but it also gives him/her all the more reason to wag his/her tail in joy. Made with Real Chicken It is made with real chicken to ensure that your four-legged friend gets the right nutrition. It is also enriched with Omega 3 and 6 fatty acids to promote the growth of healthy and shiny fur.  Crunchy Texture Its crunchy texture is not only fun for your canine friend to chew on, but it also helps in preventing plaque and tartar build-up. ",,https://rukminim1.flixcart.com/image/612/612/khdqnbk0/pet-chew/x/q/w/0-455-dog-931171-purepet-original-imafxey3g6qbra7y.jpeg?q=70,2038
Home and Furniture,Pet Supplies,Dogs ,"JP PET PRODUCTS PB01 Chicken, Egg 1 kg Dry Young, Senior, Adult Dog Food",4.1,₹218,₹400,AtinaIndia,4.0,Dog biscuits for good health and balanced diet pet food. Dog treats with health benefits. Crunchy texture helps remove plaque and starter build-up. No added colour or flavours. Vitamins and minerals fortified to help keep dogs at their best. Real nutritious treats which gives immense happiness to your furry friend. 100 percent good for canines packed with nutrition and flavour. All dogs love the taste of soft and chewy treats that make their tails wag and their mouths water. Bone shaped biscuits ideal to reward your dog during training.,"For Dog Flavor: Chicken, Egg Food Type: Dry Suitable For: Young, Senior, Adult Shelf Life: 24 Months",https://rukminim1.flixcart.com/image/612/612/k7w8eq80/pet-food/e/t/y/1-dog-jp-pb-01-jp-pet-products-original-imafqfeuk4dwzgxg.jpeg?q=70,2039
Home and Furniture,Pet Supplies,Dogs ,"Petrix Twisted Natural Rawhide Dog Chew Sticks, Dog Treats for Oral Health Beef, Lamb Dog Chew  (400 g, Pack of 1)",3.7,₹249,₹399,Petrix,3.7,,,https://rukminim1.flixcart.com/image/612/612/xif0q/pet-chew/z/j/j/400-dog-1-f90211-petrix-original-imagh3smghhhv4uw.jpeg?q=70,2040
Home and Furniture,Pet Supplies,Cats ,"Whiskas (+1 Year) Tuna, Chicken 4.08 kg (48x0.09 kg) Wet Adult Cat Food",4.6,"₹1,632","₹1,920",SuperComNet,4.6,"Entice your furball�s taste buds with delicious meals from Whiskas. Whiskas wet cat food is a complete and balanced food for adult cats who are 1+ years. It is packed with all the essential vitamins and minerals that are needed for healthy development and to take care of your cat�s daily nutritional requirements. Whiskas wet food contains flavourful chicken chunks in appetizing gravy packed with the goodness of selected natural ingredients so that your cat stays healthy, fit and happy.The high moisture content in Whiskas gravy helps to support hydration. It also supports the healthy skin and coat of your furry friend, promoting its health and shine. Choose Whiskas purr-fect bowl of delicious wet food for your furry bundle of joy.STORAGE INSTRUCTIONS: Surplus Whiskas cat food can be chilled for up to 2 days. Serve food at room temperature.","For Cat Flavor: Tuna, Chicken Food Type: Wet Suitable For: Adult Shelf Life: 24 Months Pack of: 48",https://rukminim1.flixcart.com/image/612/612/xif0q/pet-food/o/w/8/-original-imaggby7rpjgdnby.jpeg?q=70,2041
Home and Furniture,Pet Supplies,Cats ,"Sheba Rich Premium (+1 Year) Tuna, Vegetable 0.84 kg (12x0.07 kg) Wet Adult Cat Food",4.7,₹739,₹840,SuperComNet,4.6,"We know that cats are picky eaters and they eat only what they want, so pamper your cat with Sheba's range of delicious premium fine cat food, containing the goodness of fish and vegetables that your cat will love. Your adult pet cat adores the taste of tuna pumkin & carrot in gravy and Sheba ensures your cat savours every bit of it through its wet format i.e. more palatable and helps add water for cats. This wet cat food is designed as a complement food to your cat's complete and balanced diet. The sheba easier to lick meal improves cats' bowel movements and also contains essential vitamins and minerals, so this premium palate for your cat delivers a mouth-watering feast, without compromising on the goodness. Give your furry friend the satisfying taste of premium cat food and watch them finish the whole meal","For Cat Flavor: Tuna, Vegetable Food Type: Wet Suitable For: Adult Shelf Life: 24 Months Pack of: 12",https://rukminim1.flixcart.com/image/612/612/kw104nk0/pet-food/9/p/y/0-84-cat-12-8906002482238-sheba-original-imag8ssbr7rahjtu.jpeg?q=70,2042
Home and Furniture,Pet Supplies,Cats ,Whiskas Kitten (2-12 months) Tuna 1.02 kg (12x0.09 kg) Wet New Born Cat Food,4.5,₹446,₹480,MYTHANGLORYRetail,4.9," 	After a day of play, what your cat needs is this wholesome meal of tuna soaked in jelly from Whiskas. The meal is not just healthy with all the nutrients that your cat needs but great for your cat's taste buds too. 	 ",For Cat Flavor: Tuna Food Type: Wet Suitable For: New Born Shelf Life: 24 Months Pack of: 12,https://rukminim1.flixcart.com/image/612/612/l1ch4sw0/pet-food/n/m/l/-original-imagcxmtbfzyxbju.jpeg?q=70,2043
Home and Furniture,Pet Supplies,Cats ,Whiskas (+1 year) Ocean Fish 3 kg Dry Adult Cat Food,4.6,₹964,"₹1,060",MYTHANGLORYRetail,4.9," 	These little pockets of fish cat food are going to have your cat crunching and munching till the last bite. Easy to serve, healthy and crunchy, this cat food is going to give you a healthier and happier cat.",For Cat Flavor: Fish Food Type: Dry Suitable For: Adult Shelf Life: 18 Months,https://rukminim1.flixcart.com/image/612/612/l3vxbbk0/pet-food/0/k/m/-original-imagewg4ryrz652h.jpeg?q=70,2044
Home and Furniture,Pet Supplies,Cats ,purepet Adult Mackeral 1.2 kg Dry Adult Cat Food,4.4,₹189,₹199,MYTHANGLORYRetail,4.9,"Purepet Mackerel Adult Cat food is formulated with essential ingredients to provide overall wellness to your Cat. Enriched with Mackerel and other essential ingredients helps your feline to maintain a beautiful skin and coat. Taurine, an essential amino acid that keeps heart healthy and promotes growth and development. It is highly palatable and easy to digest.",For Cat Flavor: Mackeral Food Type: Dry Suitable For: Adult Shelf Life: 24 Months,https://rukminim1.flixcart.com/image/612/612/l0tweq80/pet-food/o/l/o/-original-imagcjf4az9rhbz7.jpeg?q=70,2045
Home and Furniture,Pet Supplies,Cats ,Drools Ocean Fish 4 kg Dry Young Cat Food,4.4,₹765,₹900,MYTHANGLORYRetail,4.9,"Drools Dry Kitten Food with Ocean Fish is a complete and balanced feed for kitten. Kitten are fussy and choosy eaters and their nutritional requirements are also very peculiar. Formulated with real delicious high quality ocean fish. The food delivers optimum protein and energy along with essential nutrients to keep your kitten healthy and active. Omega 3 and 6 fatty acids help support skin and coat and immunity. Supplemented with prebiotics and probiotics, this kitten food protects from hair ball formation and maintains digestive tract health.",For Cat Flavor: Fish Food Type: Dry Suitable For: Young Shelf Life: 24 Months,https://rukminim1.flixcart.com/image/612/612/kidgnm80-0/pet-food/s/g/q/cat-931058-drools-original-imafy6dzprffve5j.jpeg?q=70,2046
Home and Furniture,Pet Supplies,Cats ,purepet Ocean Fish 3 kg Dry Adult Cat Food,4.5,₹464,₹499,MYTHANGLORYRetail,4.9,"Purepet Ocean Fish Adult Cat food is formulated with essential ingredients to provide overall wellness to your Cat. Enriched with Ocean Fish and other essential ingredients helps your feline to maintain a beautiful skin and coat. Taurine, an essential amino acid that keeps heart healthy and promotes growth and development. It is highly palatable and easy to digest.",For Cat Flavor: Fish Food Type: Dry Suitable For: Adult Shelf Life: 24 Months,https://rukminim1.flixcart.com/image/612/612/l0tweq80/pet-food/h/3/7/-original-imagcjfg75bkgtp5.jpeg?q=70,2047
Home and Furniture,Pet Supplies,Cats ,Whiskas Kitten (2-12 months) Fish 1.1 kg Dry Young Cat Food,4.5,₹413,₹445,MYTHANGLORYRetail,4.9," 	Why feed unwanted parts of fish when you can let your cat enjoy rich ocean fish with this cat food from Whiskas? Easy to serve and tasty, this cat food is sure to make your cat feel special.",For Cat Flavor: Fish Food Type: Dry Suitable For: Young Shelf Life: 18 Months,https://rukminim1.flixcart.com/image/612/612/xif0q/pet-food/m/x/e/-original-imaggwwgqavpcs53.jpeg?q=70,2048
Home and Furniture,Pet Supplies,Cats ,Whiskas (+1 year) Tuna 1.2 kg Dry Adult Cat Food,4.6,₹409,₹465,MYTHANGLORYRetail,4.9," 	Filled with the best tuna and poultry ingredients, these pockets of cat food from Whiskas are the best to please your hungry cat. This meal is easy to serve and also very healthy for your cat. ",For Cat Flavor: Tuna Food Type: Dry Suitable For: Adult Shelf Life: 18 Months,https://rukminim1.flixcart.com/image/612/612/l3vxbbk0/pet-food/x/n/7/-original-imagewhv4ctvchz7.jpeg?q=70,2049
Home and Furniture,Pet Supplies,Cats ,purepet Ocean Fish 7 kg Dry Adult Cat Food,4.4,₹993,"₹1,169",MYTHANGLORYRetail,4.9,"Purepet Ocean Fish Adult Cat food is formulated with essential ingredients to provide overall wellness to your Cat. Enriched with Ocean Fish and other essential ingredients helps your feline to maintain a beautiful skin and coat. Taurine, an essential amino acid that keeps heart healthy and promotes growth and development. It is highly palatable and easy to digest.",For Cat Flavor: Fish Food Type: Dry Suitable For: Adult Shelf Life: 24 Months,https://rukminim1.flixcart.com/image/612/612/kbl4cy80/pet-food/u/8/z/7-cat-931085-purepet-original-imafswkuapzkndxv.jpeg?q=70,2050
Home and Furniture,Pet Supplies,Cats ,purepet Ocean Fish 1.2 kg Dry Adult Cat Food,4.4,₹189,₹199,MYTHANGLORYRetail,4.9,"Purepet Ocean Fish Adult Cat food is formulated with essential ingredients to provide overall wellness to your Cat. Enriched with Ocean Fish and other essential ingredients helps your feline to maintain a beautiful skin and coat. Taurine, an essential amino acid that keeps heart healthy and promotes growth and development. It is highly palatable and easy to digest.",For Cat Flavor: Fish Food Type: Dry Suitable For: Adult Shelf Life: 24 Months,https://rukminim1.flixcart.com/image/612/612/l0tweq80/pet-food/v/t/w/-original-imagcjf3eugnfmqk.jpeg?q=70,2051
Home and Furniture,Pet Supplies,Cats ,Whiskas (+1 year) Chicken 1.2 kg Dry Adult Cat Food,4.6,₹409,₹465,MYTHANGLORYRetail,4.9," 	With this cat food from Whiskas, you can now let your cat have tasty meals of chicken every day. Serve this to your cat from now and have him leap at the sight of his new meal, tasty as well as healthy with all the nutritional requirements your cat needs.",For Cat Flavor: Chicken Food Type: Dry Suitable For: Adult Shelf Life: 18 Months,https://rukminim1.flixcart.com/image/612/612/xif0q/pet-food/l/0/p/-original-imaggwwgdvhsz9ps.jpeg?q=70,2052
Home and Furniture,Pet Supplies,Cats ,purepet Nutritional Sea Food 7 kg Dry Adult Cat Food,4.3,₹993,"₹1,169",MYTHANGLORYRetail,4.9,Purepet sea food cat adult is a complete and balanced food for adult cats. It is formulated with essential ingredients to satisfy their nutritional needs. It promotes healthy digestion and provides overall wellness to your cat.,For Cat Flavor: Sea Food Food Type: Dry Suitable For: Adult Shelf Life: 24 Months,https://rukminim1.flixcart.com/image/612/612/khdqnbk0/pet-food/x/t/t/7-cat-8906043145444-purepet-original-imafxeycg2hf7zxg.jpeg?q=70,2053
Home and Furniture,Pet Supplies,Cats ,Whiskas (+1 year) Tuna 3 kg Dry Adult Cat Food,4.6,₹901,"₹1,060",MYTHANGLORYRetail,4.9," 	These crunchy little pockets of tuna are designed to make a savoury and healthy meal for your cat with all the nutritional requirements it needs for a long and healthy life. Introduce this cat food in his meal and you are going to love the difference you see in your cat.",For Cat Flavor: Tuna Food Type: Dry Suitable For: Adult Shelf Life: 18 Months,https://rukminim1.flixcart.com/image/612/612/l3vxbbk0/pet-food/w/y/h/-original-imagewg72yk29gwx.jpeg?q=70,2054
Home and Furniture,Pet Supplies,Cats ,Whiskas (+1 year) Ocean Fish 0.48 Kg Dry Adult Cat Food,4.6,₹198,₹220,MYTHANGLORYRetail,4.9," 	Every bite of these pockets is going to have your cat savouring the taste of ocean filled fish. So, replace those boring meals you serve him with this specially prepared food for cats from Whiskas.",For Cat Flavor: Fish Food Type: Dry Suitable For: Adult Shelf Life: 18 Months,https://rukminim1.flixcart.com/image/612/612/l3vxbbk0/pet-food/n/5/w/-original-imagewg2fyeyjqhx.jpeg?q=70,2055
Home and Furniture,Pet Supplies,Cats ,Whiskas Super Saver Pack (+1 Year) Ocean Fish 1.92 kg (24x0.08 kg) Wet Adult Cat Food,4.5,₹950,"₹1,080",MYTHANGLORYRetail,4.9,"Whiskas Adult Gravy Food provides complete nutrition for your adult pet cat. A complete and balanced cat food, Whiskas gravy is designed to take care of cat's daily nutritional requirements and provide it with all the required vitamins and minerals along with moisture and nourishment for a healthy and happy life.
A cat's love for fish is thoughtfully blended with loads of calcium, phosphorus, proteins, antioxidants, vitamins & minerals, in each pack. It helps maintain its fur, heart-health, weight, skin, teeth, muscles, bones and overall immunity.
Whiskas wet food has a texture and aroma that appeals to the palate of feline, and attracts even fussy eaters in for a filling and fun meal time!",For Cat Flavor: Fish Food Type: Wet Suitable For: Adult Shelf Life: 720 Days Pack of: 24,https://rukminim1.flixcart.com/image/612/612/l1ch4sw0/pet-food/p/s/u/-original-imagcxmtd23fxy2n.jpeg?q=70,2056
Home and Furniture,Pet Supplies,Cats ,"Whiskas Kitten (2-12 months) Chicken 1.02 kg (12x0.09 kg) Wet Young, New Born Cat Food",4.5,₹422,₹480,MYTHANGLORYRetail,4.9," 	Here is some tasty chicken prepared to impress your kitten and give him the lovely treat he deserves. With all the essential nutrients that your growing cats need, this meal is not just delicious but also great for your cat's health.","For Cat Flavor: Chicken Food Type: Wet Suitable For: Young, New Born Shelf Life: 24 Months Pack of: 12",https://rukminim1.flixcart.com/image/612/612/l1ch4sw0/pet-food/d/e/r/-original-imagcxmt44gakppw.jpeg?q=70,2057
Home and Furniture,Pet Supplies,Cats ,Drools Ocean Fish 4.2 kg Dry Adult Cat Food,4.4,₹679,₹799,MYTHANGLORYRetail,4.9,"Drools Ocean Fish Adult Cat Dry Food is designed to support cat's vital functions. It provides better vision, a healthy and shiny coat. This complete and balanced meal provides the essential vitamins and minerals which makes cat healthy. Prebiotics (Natural bres) protect cats from hairball formation and Probiotics keep their digestive system healthy. Omega 3 & 6 fatty acids keep the coat beautiful and lustrous.",For Cat Flavor: Fish Food Type: Dry Suitable For: Adult Shelf Life: 24 Months,https://rukminim1.flixcart.com/image/612/612/kn6cxow0/pet-food/h/a/b/4-2-cat-932406-drools-original-imagfwsbyqccybex.jpeg?q=70,2058
